Date+A1,Open,High,Low,Close,Volume,3M_before,Close_3M_before,3M_UP/DOWN,6M_before,Close_6M_before,6M_UP/DOWN,9M_before,Close_9M_before,9M_UP/DOWN,12_before,Close_12_before,12M_UP/DOWN
14/08/07,814,819.13,808.76,809.24,96640978,14/05/07,851.73,1,14/02/07,835.72,1,13/11/07,815.01,1,13/08/07,741,0
14/08/08,808.97,809.97,797.02,806.14,92019922,14/05/08,860.16,1,14/02/08,,,13/11/08,814.09,1,13/08/08,746.16,0
14/08/11,807.69,823.37,807.69,822.11,80165979,14/05/11,,,14/02/11,850.7,1,13/11/11,817.21,0,13/08/11,,
14/08/12,821.26,821.5,811.61,812.64,72433903,14/05/12,869.04,1,14/02/12,856.31,1,13/11/12,814.01,1,13/08/12,750.27,0
14/08/13,815.69,823.93,815.69,822.95,72008471,14/05/13,872.35,1,14/02/13,860.87,1,13/11/13,811.43,0,13/08/13,755.09,0
14/08/14,819.9,828.45,819.56,825.76,70890416,14/05/14,872.1,1,14/02/14,866.57,1,13/11/14,819.84,0,13/08/14,757.45,0
14/08/15,826.16,833.67,813.4,815.1,102538388,14/05/15,863.48,1,14/02/15,,,13/11/15,821.78,1,13/08/15,751.71,0
14/08/18,816.5,828.94,816.5,827.94,57161097,14/05/18,,,14/02/18,867.27,1,13/11/18,826.88,0,13/08/18,,
14/08/19,830.6,836.73,830.07,835.9,60149885,14/05/19,863.26,1,14/02/19,867.33,1,13/11/19,824.51,0,13/08/19,750.99,0
14/08/20,834.41,835.74,828.88,833.96,59455994,14/05/20,861.92,1,14/02/20,863.19,1,13/11/20,825.16,0,13/08/20,745.24,0
14/08/21,834.39,841.45,831.51,841.45,63682179,14/05/21,866.99,1,14/02/21,866.79,1,13/11/21,824.22,0,13/08/21,744.03,0
14/08/22,840.77,842.62,833.61,836.73,65167832,14/05/22,869.62,1,14/02/22,,,13/11/22,826.22,0,13/08/22,753.8,0
14/08/25,838.71,850.61,838.57,850.61,52167378,14/05/25,,,14/02/25,869.8,1,13/11/25,833.01,0,13/08/25,,
14/08/26,848.77,857.02,845.59,856.73,63760976,14/05/26,885.13,1,14/02/26,866.37,1,13/11/26,832.11,0,13/08/26,756.98,0
14/08/27,856.57,857.98,854.02,855.67,60303053,14/05/27,889.43,1,14/02/27,860.52,1,13/11/27,836.95,0,13/08/27,740.14,0
14/08/28,853.42,853.79,843.11,846.23,70572726,14/05/28,889.28,1,14/02/28,869.31,1,13/11/28,839.77,0,13/08/28,732.2,0
14/08/29,847.88,850.4,838.46,846.53,70777247,14/05/29,889.48,1,14/02/28,869.31,1,13/11/29,841.59,0,13/08/29,736.11,0
14/09/01,847.59,848.62,843.2,847.18,41814497,14/06/01,,,14/03/01,,,13/12/01,,,13/09/01,,
14/09/02,850.34,855.45,848.08,849.68,53963543,14/06/02,890.91,1,14/03/02,,,13/12/02,841.59,0,13/09/02,741.21,0
14/09/03,852.61,863.8,851.65,859.52,92216917,14/06/03,887.76,1,14/03/03,840.77,0,13/12/03,825.73,0,13/09/03,735.81,0
14/09/04,856.78,868.15,852.62,867.45,103988964,14/06/04,888.22,1,14/03/04,860.78,0,13/12/04,818.78,0,13/09/04,736.69,0
14/09/05,866.44,871.34,865.1,869.07,79371867,14/06/05,890.52,1,14/03/05,857.52,0,13/12/05,813.78,0,13/09/05,740.46,0
14/09/08,870.44,871.08,867.07,869.96,53295690,14/06/08,,,14/03/08,,,13/12/08,,,13/09/08,,
14/09/09,868.5,870.58,864.65,865.86,60059898,14/06/09,896.92,1,14/03/09,,,13/12/09,823.56,0,13/09/09,743.6,0
14/09/10,863.47,866.09,859.27,864.08,63787935,14/06/10,898.32,1,14/03/10,834.84,0,13/12/10,817.22,0,13/09/10,758,0
14/09/11,866.74,867.04,858.88,863.38,64033951,14/06/11,891.52,1,14/03/11,837.9,0,13/12/11,813.99,0,13/09/11,762.03,0
14/09/12,864.65,864.66,858.03,860.65,53358928,14/06/12,891.38,1,14/03/12,826.95,0,13/12/12,808.04,0,13/09/12,761.86,0
14/09/15,857.07,862.8,856.88,860.81,58386853,14/06/15,,,14/03/15,,,13/12/15,,,13/09/15,,
14/09/16,859.59,859.59,854.31,857.71,66089182,14/06/16,885.19,1,14/03/16,,,13/12/16,819.85,0,13/09/16,772.42,0
14/09/17,860.69,862.95,859.92,860.63,68518992,14/06/17,888.67,1,14/03/17,826.91,0,13/12/17,814.39,0,13/09/17,770.48,0
14/09/18,860.33,871.4,860.23,871.39,90219127,14/06/18,889.73,1,14/03/18,832.5,0,13/12/18,822.26,0,13/09/18,773.83,0
14/09/19,874.75,879.24,871.47,871.48,176973494,14/06/19,895.87,1,14/03/19,835.2,0,13/12/19,834.93,0,13/09/19,778.06,0
14/09/22,867.69,872.5,866.74,867.47,75634631,14/06/22,,,14/03/22,,,13/12/22,,,13/09/22,,
14/09/23,865.67,865.77,853.56,853.95,92355851,14/06/23,888.84,1,14/03/23,,,13/12/23,847.56,0,13/09/23,773.15,0
14/09/24,854.29,859.15,848.99,858.81,85407738,14/06/24,889.9,1,14/03/24,825.13,0,13/12/24,,,13/09/24,775.49,0
14/09/25,857.85,863.69,844.93,846.93,97011393,14/06/25,883.2,1,14/03/25,837.64,0,13/12/25,,,13/09/25,775.72,0
14/09/26,845.97,849.36,841.95,845.45,103646322,14/06/26,878.54,1,14/03/26,846.76,1,13/12/26,,,13/09/26,775.78,0
14/09/29,846.04,846.83,835.99,840.21,77361198,14/06/29,,,14/03/29,,,13/12/29,,,13/09/29,,
14/09/30,842.16,846.08,839.08,844.57,90288230,14/06/30,881.17,1,14/03/30,,,13/12/30,853.14,1,13/09/30,770.59,0
14/10/01,842.01,848.43,835.1,836.49,86943369,14/07/01,886.56,1,14/04/01,861.22,1,14/01/01,,,13/10/01,778.41,0
14/10/02,835.12,837.99,820.39,820.42,118037811,14/07/02,887.73,1,14/04/02,863.09,1,14/01/02,841.29,1,13/10/02,773.73,0
14/10/06,821.17,832.9,820.64,822.16,94659726,14/07/06,,,14/04/06,,,14/01/06,844.56,1,13/10/06,,
14/10/07,818.78,818.78,810.98,811.17,103511620,14/07/07,886.65,1,14/04/07,853.09,1,14/01/07,850.69,1,13/10/07,770.3,0
14/10/08,807.87,808.6,800.25,802.88,109452481,14/07/08,874.67,1,14/04/08,849.8,1,14/01/08,850.26,1,13/10/08,767.51,0
14/10/09,804.88,815.03,800.99,802.89,102754554,14/07/09,876.81,1,14/04/09,852.75,1,14/01/09,844.53,1,13/10/09,763.74,0
14/10/10,798.76,798.76,783.1,784.47,144841182,14/07/10,864.26,1,14/04/10,848.42,1,14/01/10,849.45,1,13/10/10,778.06,0
14/10/13,778.94,791.24,777.07,785.76,97614859,14/07/13,,,14/04/13,,,14/01/13,853.31,1,13/10/13,,
14/10/14,781.7,789.67,776.77,787.43,108667745,14/07/14,875.45,1,14/04/14,836.26,1,14/01/14,854.76,1,13/10/14,781.25,0
14/10/15,788.03,790.25,765.8,766.35,131703592,14/07/15,869.3,1,14/04/15,821.92,1,14/01/15,870.8,1,13/10/15,788.75,1
14/10/16,770.7,774.27,748.41,767.06,189444699,14/07/16,881.05,1,14/04/16,835.1,1,14/01/16,869.96,1,13/10/16,791.85,1
14/10/17,771.19,791.29,768.42,791.28,168470209,14/07/17,872.89,1,14/04/17,843.33,1,14/01/17,872.16,1,13/10/17,789.62,0
14/10/20,790.73,790.73,777.42,780.26,95741429,14/07/20,,,14/04/20,,,14/01/20,869.94,1,13/10/20,,
14/10/21,778.49,795.51,774.67,795.42,106316595,14/07/21,860.46,1,14/04/21,,,14/01/21,871.2,1,13/10/21,796.41,1
14/10/22,798.71,801.99,794.19,801.23,91174190,14/07/22,870.4,1,14/04/22,859.89,1,14/01/22,870.64,1,13/10/22,802.76,1
14/10/23,797.04,811.39,791.21,809.77,94739854,14/07/23,872.24,1,14/04/23,855.11,1,14/01/23,863.11,1,13/10/23,800.42,0
14/10/24,806.98,809.71,802.23,804.65,86717759,14/07/24,875.79,1,14/04/24,855.4,1,14/01/24,841.9,1,13/10/24,805.22,1
14/10/27,808.65,812.31,792,797.14,89950094,14/07/27,,,14/04/27,,,14/01/27,836.82,1,13/10/27,,
14/10/28,802.85,811.43,802.46,810.62,70899308,14/07/28,858.38,1,14/04/28,846.01,1,14/01/28,843.29,1,13/10/28,804.77,0
14/10/29,815.32,818.41,812.04,812.79,78127388,14/07/29,862.85,1,14/04/29,857.18,1,14/01/29,837.15,1,13/10/29,808.16,0
14/10/30,814.81,818.5,798.58,816.23,107191205,14/07/30,857.46,1,14/04/30,858.51,1,14/01/30,839.72,1,13/10/30,808.26,0
14/10/31,816.66,834.74,816.57,833.99,106467271,14/07/31,840.72,1,14/04/30,858.51,1,14/01/31,834.36,1,13/10/31,810.48,0
14/11/03,832.78,835.79,827.56,828.77,76240270,14/08/03,,,14/05/03,,,14/02/03,824.14,0,13/11/03,,
14/11/04,828.52,833.75,820.03,821.49,93282475,14/08/04,819.54,0,14/05/04,,,14/02/04,819.57,0,13/11/04,811.76,0
14/11/05,827.63,834.57,826.72,833.83,85576909,14/08/05,822.21,0,14/05/05,852.68,1,14/02/05,819.07,0,13/11/05,809.33,0
14/11/06,831.01,845.41,829.75,838.86,118946202,14/08/06,816.43,0,14/05/06,847.91,1,14/02/06,831.75,0,13/11/06,812.75,0
14/11/07,839.92,842.22,828.17,832.25,108515544,14/08/07,809.24,0,14/05/07,851.73,1,14/02/07,835.72,1,13/11/07,815.01,0
14/11/10,829.67,837.93,827.55,837.93,69974864,14/08/10,,,14/05/10,,,14/02/10,835.32,0,13/11/10,,
14/11/11,838.41,841.96,836.15,839.42,76266490,14/08/11,822.11,0,14/05/11,,,14/02/11,850.7,1,13/11/11,817.21,0
14/11/12,837.29,838.8,824.85,826.42,86825364,14/08/12,812.64,0,14/05/12,869.04,1,14/02/12,856.31,1,13/11/12,814.01,0
14/11/13,830.48,834.93,823.64,829.56,77695625,14/08/13,822.95,0,14/05/13,872.35,1,14/02/13,860.87,1,13/11/13,811.43,0
14/11/14,831.22,833.05,824.84,830.07,78489691,14/08/14,825.76,0,14/05/14,872.1,1,14/02/14,866.57,1,13/11/14,819.84,0
14/11/17,826.39,836.58,822.64,834.84,69703942,14/08/17,,,14/05/17,,,14/02/17,867.39,1,13/11/17,,
14/11/18,836.65,847.76,836.37,847.52,78702541,14/08/18,827.94,0,14/05/18,,,14/02/18,867.27,1,13/11/18,826.88,0
14/11/19,847.76,852.85,846.2,849.34,69626271,14/08/19,835.9,0,14/05/19,863.26,1,14/02/19,867.33,1,13/11/19,824.51,0
14/11/20,849.35,850.69,842.23,850.67,76182801,14/08/20,833.96,0,14/05/20,861.92,1,14/02/20,863.19,1,13/11/20,825.16,0
14/11/21,852.64,871.33,852.6,871.08,162085695,14/08/21,841.45,0,14/05/21,866.99,0,14/02/21,866.79,0,13/11/21,824.22,0
14/11/24,870.79,879.41,869.47,876.24,96565760,14/08/24,,,14/05/24,,,14/02/24,870.6,0,13/11/24,,
14/11/25,876.69,886.65,876.49,882.11,126977445,14/08/25,850.61,0,14/05/25,,,14/02/25,869.8,0,13/11/25,833.01,0
14/11/26,883.52,888.5,882.32,886.29,81964447,14/08/26,856.73,0,14/05/26,885.13,0,14/02/26,866.37,0,13/11/26,832.11,0
14/11/27,887.9,892.1,886.65,891.18,72813238,14/08/27,855.67,0,14/05/27,889.43,0,14/02/27,860.52,0,13/11/27,836.95,0
14/11/28,891.68,892.12,885.09,891.6,94249916,14/08/28,846.23,0,14/05/28,889.28,0,14/02/28,869.31,0,13/11/28,839.77,0
14/12/01,886.45,890.96,885.2,889.93,84010712,14/09/01,847.18,0,14/06/01,,,14/03/01,,,13/12/01,,
14/12/02,891.59,895.45,885.48,887.47,84196875,14/09/02,849.68,0,14/06/02,890.91,1,14/03/02,,,13/12/02,841.59,0
14/12/03,891.42,893.13,887.58,891.59,83893914,14/09/03,859.52,0,14/06/03,887.76,0,14/03/03,840.77,0,13/12/03,825.73,0
14/12/04,893.61,897.42,880.33,881.57,114633284,14/09/04,867.45,0,14/06/04,888.22,1,14/03/04,860.78,0,13/12/04,818.78,0
14/12/05,887.92,901.34,887.7,900.98,92674890,14/09/05,869.07,0,14/06/05,890.52,0,14/03/05,857.52,0,13/12/05,813.78,0
14/12/08,898.83,900.36,894.94,894.94,64082785,14/09/08,869.96,0,14/06/08,,,14/03/08,,,13/12/08,,
14/12/09,892.56,892.75,875.93,876.28,106212966,14/09/09,865.86,0,14/06/09,896.92,1,14/03/09,,,13/12/09,823.56,0
14/12/10,879.05,885.51,874.95,876.49,84131556,14/09/10,864.08,0,14/06/10,898.32,1,14/03/10,834.84,0,13/12/10,817.22,0
14/12/11,874.5,884.86,873.13,881.55,100087489,14/09/11,863.38,0,14/06/11,891.52,1,14/03/11,837.9,0,13/12/11,813.99,0
14/12/12,876.71,876.71,859.06,859.56,96449399,14/09/12,860.65,1,14/06/12,891.38,1,14/03/12,826.95,0,13/12/12,808.04,0
14/12/15,860.33,866.47,837.98,837.99,110874351,14/09/15,860.81,1,14/06/15,,,14/03/15,,,13/12/15,,
14/12/16,840.66,856.46,828.3,856.44,165784439,14/09/16,857.71,1,14/06/16,885.19,1,14/03/16,,,13/12/16,819.85,0
14/12/17,854.17,858.66,845.7,855.37,102301525,14/09/17,860.63,1,14/06/17,888.67,1,14/03/17,826.91,0,13/12/17,814.39,0
14/12/18,855.95,878.29,855.89,878.28,111591902,14/09/18,871.39,0,14/06/18,889.73,1,14/03/18,832.5,0,13/12/18,822.26,0
14/12/19,881.39,885.3,869.01,876.79,177461692,14/09/19,871.48,0,14/06/19,895.87,1,14/03/19,835.2,0,13/12/19,834.93,0
14/12/22,880.45,888.08,880.45,883.79,66694804,14/09/22,867.47,0,14/06/22,,,14/03/22,,,13/12/22,,
14/12/23,885.23,888.87,882.69,888.86,51863831,14/09/23,853.95,0,14/06/23,888.84,0,14/03/23,,,13/12/23,847.56,0
14/12/29,888.49,889.11,877.9,889.1,49226274,14/09/29,840.21,0,14/06/29,,,14/03/29,,,13/12/29,,
14/12/30,885.38,885.61,879.54,879.54,35422697,14/09/30,844.57,0,14/06/30,881.17,1,14/03/30,,,13/12/30,853.14,0
15/01/02,884.12,884.82,870.84,876.68,65328094,14/10/02,820.42,0,14/07/02,887.73,1,14/04/02,863.09,0,14/01/02,841.29,0
15/01/05,874.17,879.04,852.69,853.07,103098482,14/10/05,,,14/07/05,,,14/04/05,,,14/01/05,,
15/01/06,855.21,865.11,845.78,852.62,93392475,14/10/06,822.16,0,14/07/06,,,14/04/06,,,14/01/06,844.56,0
15/01/07,855.62,863.09,852.38,856.83,81018772,14/10/07,811.17,0,14/07/07,886.65,1,14/04/07,853.09,0,14/01/07,850.69,0
15/01/08,859.38,884.89,859.23,883.69,111347780,14/10/08,802.88,0,14/07/08,874.67,0,14/04/08,849.8,0,14/01/08,850.26,0
15/01/09,881.26,886.06,865.82,869.52,107468117,14/10/09,802.89,0,14/07/09,876.81,1,14/04/09,852.75,0,14/01/09,844.53,0
15/01/12,871.76,883.07,867.55,880.14,98343799,14/10/12,,,14/07/12,,,14/04/12,,,14/01/12,,
15/01/13,878.37,896.06,878.26,893.44,112578935,14/10/13,785.76,0,14/07/13,,,14/04/13,,,14/01/13,853.31,0
15/01/14,890.03,894.75,879.93,882.9,109187846,14/10/14,787.43,0,14/07/14,875.45,0,14/04/14,836.26,0,14/01/14,854.76,0
15/01/15,887.55,903.28,874.09,901.2,143698546,14/10/15,766.35,0,14/07/15,869.3,0,14/04/15,821.92,0,14/01/15,870.8,0
15/01/16,897.27,914.9,894.02,912.13,140411039,14/10/16,767.06,0,14/07/16,881.05,0,14/04/16,835.1,0,14/01/16,869.96,0
15/01/19,916.02,922.71,914.37,919.07,89813174,14/10/19,,,14/07/19,,,14/04/19,,,14/01/19,,
15/01/20,923.25,923.89,917.35,920.74,112263873,14/10/20,780.26,0,14/07/20,,,14/04/20,,,14/01/20,869.94,0
15/01/21,921.35,924.49,911.92,924.25,121409365,14/10/21,795.42,0,14/07/21,860.46,0,14/04/21,,,14/01/21,871.2,0
15/01/22,924.28,937.59,919.82,936.56,159484405,14/10/22,801.23,0,14/07/22,870.4,0,14/04/22,859.89,0,14/01/22,870.64,0
15/01/23,940.86,959.24,940.73,955.36,185562305,14/10/23,809.77,0,14/07/23,872.24,0,14/04/23,855.11,0,14/01/23,863.11,0
15/01/26,951.02,968.64,950.27,968.24,117354200,14/10/26,,,14/07/26,,,14/04/26,,,14/01/26,,
15/01/27,968.48,969.35,950.49,953.28,132587509,14/10/27,797.14,0,14/07/27,,,14/04/27,,,14/01/27,836.82,0
15/01/28,959.07,961.11,947.86,960.8,118620740,14/10/28,810.62,0,14/07/28,858.38,0,14/04/28,846.01,0,14/01/28,843.29,0
15/01/29,956.78,962.98,951.78,962.48,102853120,14/10/29,812.79,0,14/07/29,862.85,0,14/04/29,857.18,0,14/01/29,837.15,0
15/01/30,966.82,967.72,955.59,959.2,127559680,14/10/30,816.23,0,14/07/30,857.46,0,14/04/30,858.51,0,14/01/30,839.72,0
15/02/02,961.64,969.78,958.37,969.78,106900946,14/11/02,,,14/08/02,,,14/05/02,855.29,0,14/02/02,,
15/02/03,972.66,982.75,972.38,975.76,135736559,14/11/03,828.77,0,14/08/03,,,14/05/03,,,14/02/03,824.14,0
15/02/04,976.5,978.66,969.03,978.66,106533001,14/11/04,821.49,0,14/08/04,819.54,0,14/05/04,,,14/02/04,819.57,0
15/02/05,973.29,980.43,971.65,979.33,102666126,14/11/05,833.83,0,14/08/05,822.21,0,14/05/05,852.68,0,14/02/05,819.07,0
15/02/06,977.11,977.11,970.63,974.13,88838559,14/11/06,838.86,0,14/08/06,816.43,0,14/05/06,847.91,0,14/02/06,831.75,0
15/02/09,967.53,968.44,953.63,957.76,118512128,14/11/09,,,14/08/09,,,14/05/09,858.54,0,14/02/09,,
15/02/10,958.6,968.74,952.57,966.06,107312833,14/11/10,837.93,0,14/08/10,,,14/05/10,,,14/02/10,835.32,0
15/02/11,966.98,969.03,961.57,965.64,76624600,14/11/11,839.42,0,14/08/11,822.11,0,14/05/11,,,14/02/11,850.7,0
15/02/12,966.42,983.35,965.33,981.18,118095019,14/11/12,826.42,0,14/08/12,812.64,0,14/05/12,869.04,0,14/02/12,856.31,0
15/02/13,983.92,988.17,983.15,984.56,106564562,14/11/13,829.56,0,14/08/13,822.95,0,14/05/13,872.35,0,14/02/13,860.87,0
15/02/16,982.9,984.25,980.03,981.22,65728461,14/11/16,,,14/08/16,,,14/05/16,860.21,0,14/02/16,,
15/02/17,976.68,980.45,968.07,978.72,87335151,14/11/17,834.84,0,14/08/17,,,14/05/17,,,14/02/17,867.39,0
15/02/18,981.47,986.96,980.93,985.7,82119999,14/11/18,847.52,0,14/08/18,827.94,0,14/05/18,,,14/02/18,867.27,0
15/02/19,983.64,991.04,978.81,989.98,102273058,14/11/19,849.34,0,14/08/19,835.9,0,14/05/19,863.26,0,14/02/19,867.33,0
15/02/20,988.49,995.7,985.53,993.59,152384774,14/11/20,850.67,0,14/08/20,833.96,0,14/05/20,861.92,0,14/02/20,863.19,0
15/02/23,999.71,1002.4,995.92,1001.43,90037629,14/11/23,,,14/08/23,,,14/05/23,874.18,0,14/02/23,,
15/02/24,1000.96,1008.58,998.19,1006.94,92758153,14/11/24,876.24,0,14/08/24,,,14/05/24,,,14/02/24,870.6,0
15/02/25,1007.13,1008.68,1003.93,1006.75,92642958,14/11/25,882.11,0,14/08/25,850.61,0,14/05/25,,,14/02/25,869.8,0
15/02/26,1008.72,1017.05,1005.1,1016.89,106716183,14/11/26,886.29,0,14/08/26,856.73,0,14/05/26,885.13,0,14/02/26,866.37,0
15/02/27,1017.62,1022.6,1014.51,1022.6,126804059,14/11/27,891.18,0,14/08/27,855.67,0,14/05/27,889.43,0,14/02/27,860.52,0
15/03/02,1023.19,1027.55,1019.81,1023.63,102470337,14/12/02,887.47,0,14/09/02,849.68,0,14/06/02,890.91,0,14/03/02,,
15/03/03,1024.78,1028.41,1012.06,1012.07,103998009,14/12/03,891.59,0,14/09/03,859.52,0,14/06/03,887.76,0,14/03/03,840.77,0
15/03/04,1015.42,1020.11,1004.07,1020.11,105847489,14/12/04,881.57,0,14/09/04,867.45,0,14/06/04,888.22,0,14/03/04,860.78,0
15/03/05,1023.26,1032.15,1022.55,1030.07,107279883,14/12/05,900.98,0,14/09/05,869.07,0,14/06/05,890.52,0,14/03/05,857.52,0
15/03/06,1031.06,1038.15,1030.18,1034.23,99024577,14/12/06,,,14/09/06,,,14/06/06,894.91,0,14/03/06,858.26,0
15/03/09,1031.39,1036.48,1026.01,1036.4,89012497,14/12/09,876.28,0,14/09/09,865.86,0,14/06/09,896.92,0,14/03/09,,
15/03/10,1034.9,1036.46,1022.47,1030.13,108431451,14/12/10,876.49,0,14/09/10,864.08,0,14/06/10,898.32,0,14/03/10,834.84,0
15/03/11,1032.21,1057.45,1032.21,1056.24,130360639,14/12/11,881.55,0,14/09/11,863.38,0,14/06/11,891.52,0,14/03/11,837.9,0
15/03/12,1056.17,1058.12,1051.97,1056.15,123495071,14/12/12,859.56,0,14/09/12,860.65,0,14/06/12,891.38,0,14/03/12,826.95,0
15/03/13,1060.44,1064.95,1052.46,1064.94,109906330,14/12/13,,,14/09/13,,,14/06/13,887.95,0,14/03/13,812.89,0
15/03/16,1067.93,1090.88,1067.93,1086.76,136374693,14/12/16,856.44,0,14/09/16,857.71,0,14/06/16,885.19,0,14/03/16,,
15/03/17,1086.9,1088.35,1065.92,1070.25,144064671,14/12/17,855.37,0,14/09/17,860.63,0,14/06/17,888.67,0,14/03/17,826.91,0
15/03/18,1072.05,1072.53,1055.23,1064.93,148629367,14/12/18,878.28,0,14/09/18,871.39,0,14/06/18,889.73,0,14/03/18,832.5,0
15/03/19,1061.46,1071.45,1055.59,1064.68,140887575,14/12/19,876.79,0,14/09/19,871.48,0,14/06/19,895.87,0,14/03/19,835.2,0
15/03/20,1068.66,1079.95,1067.69,1076.06,198404824,14/12/20,,,14/09/20,,,14/06/20,894.73,0,14/03/20,835.49,0
15/03/23,1072.73,1072.73,1060.59,1063.42,110507463,14/12/23,888.86,0,14/09/23,853.95,0,14/06/23,888.84,0,14/03/23,,
15/03/24,1057.45,1074.75,1055.18,1072.88,117220625,14/12/24,,,14/09/24,858.81,0,14/06/24,889.9,0,14/03/24,825.13,0
15/03/25,1072.2,1075,1060.91,1061.45,105331553,14/12/25,,,14/09/25,846.93,0,14/06/25,883.2,0,14/03/25,837.64,0
15/03/26,1057.7,1057.86,1038.78,1057.71,151883139,14/12/26,,,14/09/26,845.45,0,14/06/26,878.54,0,14/03/26,846.76,0
15/03/27,1061.93,1067.22,1054.4,1060.38,117235086,14/12/27,,,14/09/27,,,14/06/27,879.72,0,14/03/27,846.94,0
15/03/30,1063.93,1078.99,1063.93,1078.78,99463589,14/12/30,879.54,0,14/09/30,844.57,0,14/06/30,881.17,0,14/03/30,,
15/03/31,1076.29,1082.03,1066.79,1068.54,121370533,14/12/31,,,14/09/30,844.57,0,14/06/30,881.17,0,14/03/31,856.42,0
15/04/01,1063.68,1081.19,1061.67,1072.27,123215246,15/01/01,,,14/10/01,836.49,0,14/07/01,886.56,0,14/04/01,861.22,0
15/04/02,1070.82,1073.9,1068.34,1070,85168538,15/01/02,876.68,0,14/10/02,820.42,0,14/07/02,887.73,0,14/04/02,863.09,0
15/04/07,1074.12,1084.81,1073.21,1083.19,124628390,15/01/07,856.83,0,14/10/07,811.17,0,14/07/07,886.65,0,14/04/07,853.09,0
15/04/08,1082.16,1083.11,1075.44,1077.15,108745669,15/01/08,883.69,0,14/10/08,802.88,0,14/07/08,874.67,0,14/04/08,849.8,0
15/04/09,1081.23,1089.23,1079.3,1089.23,94311135,15/01/09,869.52,0,14/10/09,802.89,0,14/07/09,876.81,0,14/04/09,852.75,0
15/04/10,1094.16,1107.91,1093.75,1107.09,121050749,15/01/10,,,14/10/10,784.47,0,14/07/10,864.26,0,14/04/10,848.42,0
15/04/13,1106.15,1107.28,1102.29,1104.09,96295457,15/01/13,893.44,0,14/10/13,785.76,0,14/07/13,,,14/04/13,,
15/04/14,1102.82,1104.54,1091.49,1095.22,108033759,15/01/14,882.9,0,14/10/14,787.43,0,14/07/14,875.45,0,14/04/14,836.26,0
15/04/15,1095.02,1103.16,1094.39,1095.55,106285682,15/01/15,901.2,0,14/10/15,766.35,0,14/07/15,869.3,0,14/04/15,821.92,0
15/04/16,1095.24,1095.24,1075.97,1076.06,141132488,15/01/16,912.13,0,14/10/16,767.06,0,14/07/16,881.05,0,14/04/16,835.1,0
15/04/17,1073.33,1077.8,1048.43,1049.53,186173365,15/01/17,,,14/10/17,791.28,0,14/07/17,872.89,0,14/04/17,843.33,0
15/04/20,1051.33,1067.31,1051.33,1066.44,106160705,15/01/20,920.74,0,14/10/20,780.26,0,14/07/20,,,14/04/20,,
15/04/21,1072.08,1081.84,1068.24,1071.35,116558957,15/01/21,924.25,0,14/10/21,795.42,0,14/07/21,860.46,0,14/04/21,,
15/04/22,1074.83,1079.38,1058.14,1064.46,123595778,15/01/22,936.56,0,14/10/22,801.23,0,14/07/22,870.4,0,14/04/22,859.89,0
15/04/23,1068.67,1070.24,1048.37,1052.01,133452875,15/01/23,955.36,0,14/10/23,809.77,0,14/07/23,872.24,0,14/04/23,855.11,0
15/04/24,1055.36,1064.08,1051.12,1058.85,118002554,15/01/24,,,14/10/24,804.65,0,14/07/24,875.79,0,14/04/24,855.4,0
15/04/27,1061.49,1078.92,1052.49,1078.76,138686261,15/01/27,953.28,0,14/10/27,797.14,0,14/07/27,,,14/04/27,,
15/04/28,1076.07,1079,1053.43,1059.09,160341910,15/01/28,960.8,0,14/10/28,810.62,0,14/07/28,858.38,0,14/04/28,846.01,0
15/04/29,1061.55,1064.89,1024.71,1026.25,177548060,15/01/29,962.48,0,14/10/29,812.79,0,14/07/29,862.85,0,14/04/29,857.18,0
15/04/30,1024.29,1037.01,1016.1,1027.34,174149716,15/01/30,959.2,0,14/10/30,816.23,0,14/07/30,857.46,0,14/04/30,858.51,0
15/05/04,1029.03,1043.88,1025.53,1041.5,110289599,15/02/04,978.66,0,14/11/04,821.49,0,14/08/04,819.54,0,14/05/04,,
15/05/05,1037.01,1052.49,1016.75,1016.77,162008697,15/02/05,979.33,0,14/11/05,833.83,0,14/08/05,822.21,0,14/05/05,852.68,0
15/05/06,1017.11,1026.68,1008.75,1016.76,149857954,15/02/06,974.13,0,14/11/06,838.86,0,14/08/06,816.43,0,14/05/06,847.91,0
15/05/07,1011.7,1024.06,1000.78,1021.82,174577819,15/02/07,,,14/11/07,832.25,0,14/08/07,809.24,0,14/05/07,851.73,0
15/05/08,1024,1048.49,1023.93,1048.48,153722330,15/02/08,,,14/11/08,,,14/08/08,806.14,0,14/05/08,860.16,0
15/05/11,1046.02,1048.23,1042.44,1046.37,107019844,15/02/11,965.64,0,14/11/11,839.42,0,14/08/11,822.11,0,14/05/11,,
15/05/12,1042.57,1042.57,1021.23,1029.07,141964655,15/02/12,981.18,0,14/11/12,826.42,0,14/08/12,812.64,0,14/05/12,869.04,0
15/05/13,1032.7,1039.81,1016.72,1020.19,146924620,15/02/13,984.56,0,14/11/13,829.56,0,14/08/13,822.95,0,14/05/13,872.35,0
15/05/14,1016.67,1039.42,1009.9,1037.85,95029799,15/02/14,,,14/11/14,830.07,0,14/08/14,825.76,0,14/05/14,872.1,0
15/05/15,1040.42,1044.2,1025.39,1029.53,129998551,15/02/15,,,14/11/15,,,14/08/15,815.1,0,14/05/15,863.48,0
15/05/18,1031.65,1041.6,1024.26,1041.6,110528349,15/02/18,985.7,0,14/11/18,847.52,0,14/08/18,827.94,0,14/05/18,,
