Anmerkungen,"Kapitalgewichtet, bezugsrechtsbereinigt; Basis: Dezember 1869=100.",Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,"Bezogen auf die Bardividende, ab 1977 auf die Bruttodividende.",Ab 1977 ohne Steuergutschrift.,Aktien- Index plus reinvestierte Dividenden; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 basierend auf den Dividenden ohne Steuergutschrift.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Basis: 1985=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Performance- Index dividiert durch den Index der Lebenshaltungskosten; Basis: Dezember 1869=100.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.,Ab 1977 netto Performance- Index dividiert durch den Index der Lebenshaltungskosten.,Durchschnitt der vergangenen 12 Monate dividiert durch den Durchschnitt der vorausgegangenen 12 Monate. Auf diese Weise werden Saisonschwankungen ausgeglichen.
1895/08,167,"13,3","4,5",,664,19,,,"12,5","-0,9",573,20,,
1895/09,172,"13,6","4,4",,685,"19,3",,,"12,5","-0,9",593,"20,3",,
1895/10,173,"13,9","4,4",,690,"19,5",,,"12,5","-0,8",597,"20,6",,
1895/11,165,"13,5","4,6",,658,"19,1",,,"12,5","-0,7",568,"20,1",,
1895/12,161,"12,7","4,7",,641,"18,3",,,"12,5","-0,7",555,"19,3",,
1896/01,163,"12,3","4,7",,666,"17,9",,,"12,4","-0,7",578,"18,8",,
1896/02,167,"12,2","4,6",,682,"17,7",,,"12,4","-0,5",595,"18,5",,
1896/03,165,"11,9","4,7",,677,"17,4",,,"12,3","-0,5",596,"18,2",,
1896/04,166,"11,4","4,8",,679,"16,8",,,"12,2","-0,5",598,"17,6",,
1896/05,166,"10,4","4,9",,681,"15,7",,,"12,2","-0,5",603,"16,5",,
1896/06,167,9,5,,685,"14,2",,,"11,9","-0,9",622,"15,4",,
1896/07,167,"7,9",5,,699,13,,,"11,9","-1,3",636,"14,7",,
1896/08,168,"6,7","5,1",,701,"11,7",,,"11,9","-1,7",636,"13,9",,
1896/09,170,"5,3","5,2",,710,"10,2",,,"12,1","-1,9",636,"12,6",,
1896/10,168,"3,7","5,3",,701,"8,6",,,"12,2","-2,1",619,11,,
1896/11,169,3,"5,4",,704,"7,9",,,"12,4","-2,1",613,"10,4",,
1896/12,171,3,"5,4",,714,"7,9",,,"12,4","-2,2",622,"10,4",,
1897/01,175,3,"5,3",,753,8,,,"12,4","-2,1",655,"10,5",,
1897/02,173,"2,7","5,3",,746,"7,7",,,"12,3","-2,2",657,"10,1",,
1897/03,170,"2,4","5,4",,732,"7,5",,,"12,1","-2,3",653,"9,9",,
1897/04,168,"2,1","5,5",,725,"7,2",,,12,"-2,3",652,"9,7",,
1897/05,174,"2,3","5,3",,751,"7,5",,,12,"-2,3",675,"10,7",,
1897/06,178,"2,8","5,3",,769,8,,,12,"-1,8",692,"10,9",,
1897/07,180,"3,2","5,4",,793,"8,5",,,"12,2","-1,2",701,"9,8",,
1897/08,182,"3,9","5,3",,801,"9,3",,,"12,6","-0,3",686,"9,5",,
1897/09,180,"4,5","5,4",,793,"10,5",,,"13,1","0,6",654,"9,1",,
1897/10,178,"5,3","5,5",,783,"10,8",,,"13,2","1,5",641,"9,1",,
1897/11,180,"5,6","5,4",,793,"11,3",,,"13,2","2,1",648,"8,9",,
1897/12,183,"5,7","5,4",,804,"11,4",,,"13,2","2,7",656,"8,4",,
1898/01,183,"5,5","5,4",,833,"11,2",,,"13,2","3,3",680,"7,6",,
1898/02,183,"5,6","5,4",,832,"11,3",,,"13,2",4,679,7,,
1898/03,183,"6,1","5,4",,833,"11,8",,,"13,2","4,9",681,"6,6",,
1898/04,180,"6,5","5,5",,819,"12,3",,,"13,2","5,8",669,6,,
1898/05,181,"6,5","5,5",,824,"12,2",,,"13,2","6,8",675,5,,
1898/06,183,"6,1","5,5",,833,"11,9",,,"13,1","7,5",687,4,,
1898/07,181,"5,5","5,5",,841,"11,3",,,"12,9","7,7",703,"3,2",,
1898/08,183,"4,8","5,5",,850,"10,6",,,"12,7","7,3",720,3,,
1898/09,184,"4,5","5,5",,854,"10,2",,,"12,7","6,3",723,"3,6",,
1898/10,183,"4,3","5,5",,849,"9,9",,,"12,7","5,2",719,"4,3",,
1898/11,181,"3,7","5,6",,840,"9,4",,,"12,7","4,3",711,"4,6",,
1898/12,183,"3,2","5,5",,850,"8,8",,,"12,7","3,5",720,5,,
1899/01,184,"2,8","5,5",,884,"8,4",,,"12,7","2,6",749,"5,5",,
1899/02,188,"2,5","5,4",,901,"8,2",,,"12,8","1,7",762,"6,3",,
1899/03,187,"2,1","5,4",,897,"7,7",,,"12,8","0,7",757,"6,8",,
1899/04,188,"1,9","5,4",,903,"7,5",,,"12,8","-0,3",759,"7,7",,
1899/05,191,2,"5,3",,918,"7,7",,,"12,8","-1,4",773,"8,9",,
1899/06,191,"2,1","5,3",,915,"7,8",,,"12,9","-2,2",768,10,,
1899/07,188,"2,4","5,4",,923,"8,1",,,"12,9","-2,6",774,"10,9",,
1899/08,187,"2,6","5,4",,918,"8,3",,,"12,9","-2,5",767,11,,
1899/09,184,"2,4","5,5",,904,"8,1",,,"12,9","-2,2",756,"10,5",,
1899/10,180,"2,1","5,6",,881,"7,7",,,"12,9","-1,7",736,"9,6",,
1899/11,183,"2,1","5,5",,899,"7,8",,,"12,9","-1,3",751,"9,3",,
1899/12,183,"2,1","5,5",,897,"7,8",,,"12,9","-0,8",749,"8,8",,
1900/01,182,2,"5,5",,923,"7,6",,,"12,9","-0,4",769,"8,1",,
1900/02,186,"1,7","5,3",,942,"7,3",,,13,0,784,"7,3",,
1900/03,186,"1,5","5,3",,943,"7,1",,,13,"0,4",784,"6,7",,
1900/04,185,"1,6","5,3",,937,"6,5",,,13,"0,8",780,"5,8",,
1900/05,179,0,"5,3",,909,"5,5",,,13,"1,2",756,"4,5",,
1900/06,172,"-1,2","5,4",,873,"4,3",,,"13,1","1,4",720,3,,
1900/07,164,"-2,6","5,5",,849,"2,7",,,"13,2","1,6",696,"1,3",,
1900/08,162,"-3,9","5,5",,840,"1,4",,,"13,2","1,7",688,"-0,1",,
1900/09,159,"-5,1","5,6",,821,"0,1",,,"13,3","1,8",668,"-1,5",,
1900/10,159,"-5,9","5,6",,821,"-0,7",,,"13,3",2,667,"-2,4",,
1900/11,164,"-6,9","5,4",,848,"-1,8",,,"13,3","2,1",690,"-3,5",,
1900/12,161,"-7,9","5,5",,833,"-2,8",,,"13,3","2,2",678,"-4,6",,
1901/01,158,"-8,9","5,4",,845,"-3,8",,,"13,3","2,3",688,"-5,7",,
1901/02,178,"-9,1","4,8",,950,"-4,1",,,"13,3","2,4",774,"-6,1",,
1901/03,163,"-10,2","5,2",,870,"-5,2",,,"13,3","2,5",709,"-7,2",,
1901/04,162,"-11,1","5,2",,866,"-6,1",,,"13,2","2,5",707,"-8,2",,
1901/05,161,"-11,4","5,1",,862,"-6,5",,,"13,3","2,5",702,"-8,6",,
1901/06,155,"-11,5","5,1",,827,"-6,5",,,"13,3","2,5",669,"-8,7",,
1901/07,147,"-11,3","5,2",,802,"-6,3",,,"13,3","2,4",651,"-8,4",,
1901/08,146,-11,5,,798,"-6,1",,,"13,4","2,3",641,"-8,1",,
1901/09,143,"-10,6","4,9",,781,"-5,7",,,"13,4","2,1",629,"-7,6",,
1901/10,141,"-10,6",5,,769,"-5,7",,,"13,3","1,8",624,"-7,4",,
1901/11,144,"-10,7","4,9",,785,"-5,8",,,"13,3","1,6",635,"-7,4",,
1901/12,147,"-10,4","4,7",,803,"-5,5",,,"13,4","1,4",645,-7,,
1902/01,152,"-9,7","4,6",,851,"-4,8",,,"13,5","1,3",683,"-6,2",,
1902/02,158,"-10,3","4,4",,885,"-5,4",,,"13,6","1,3",704,"-6,9",,
1902/03,157,"-9,5","4,4",,881,"-4,7",,,"13,6","1,3",699,"-6,2",,
1902/04,155,"-8,8","4,5",,869,-4,,,"13,6","1,4",691,"-5,5",,
1902/05,156,"-8,3","4,5",,873,"-3,4",,,"13,5","1,3",696,-5,,
1902/06,157,"-7,3","4,4",,883,"-2,5",,,"13,5","1,3",704,-4,,
1902/07,154,"-6,1","4,5",,881,"-1,2",,,"13,5","1,4",705,"-2,8",,
1902/08,154,"-4,9","4,5",,877,0,,,"13,4","1,3",705,"-1,5",,
1902/09,155,"-3,5","4,4",,883,"1,4",,,"13,4","1,2",712,0,,
1902/10,152,-2,"4,5",,867,"2,9",,,"13,4","1,3",700,"1,4",,
1902/11,152,"-0,5","4,5",,868,"4,3",,,"13,3","1,3",703,3,,
1902/12,153,"0,5","4,5",,873,"5,4",,,"13,3","1,1",706,"4,1",,
1903/01,156,"1,1","4,4",,912,"5,9",,,"13,4","0,9",737,"4,9",,
1903/02,159,"2,2","4,3",,931,"7,1",,,"13,3","0,6",753,"6,4",,
1903/03,161,"2,8","4,4",,942,"7,6",,,"13,3","0,2",762,"7,3",,
1903/04,161,"3,5","4,3",,945,"8,3",,,"13,3","-0,2",766,"8,5",,
1903/05,159,4,"4,5",,933,"8,8",,,"13,3","-0,5",760,"9,4",,
1903/06,157,"3,9","4,6",,922,"8,6",,,"13,3","-0,7",750,"9,5",,
1903/07,157,"3,6","4,7",,938,"8,3",,,"13,3","-1,9",763,"9,4",,
1903/08,159,"3,5","4,8",,950,"8,1",,,"13,3","-1,1",768,"9,4",,
1903/09,160,"3,1",5,,955,"7,8",,,"13,4","-1,1",768,"8,9",,
1903/10,165,"3,2",5,,982,"7,9",,,"13,4","-1,1",790,9,,
1903/11,169,"3,6","4,9",,1007,"8,3",,,"13,4","-1,1",810,"9,4",,
1903/12,171,"4,3","4,9",,1019,9,,,"13,4","-0,9",819,"10,6",,
1904/01,169,"4,8","4,9",,1039,"9,6",,,"13,4","-0,9",835,"10,4",,
1904/02,165,"5,1",5,,1015,"9,9",,,"13,4","-0,6",816,"10,5",,
1904/03,164,5,"5,1",,1010,"9,9",,,"13,4","-0,4",812,"10,3",,
1904/04,168,5,"5,1",,1031,"9,9",,,"13,4","-0,1",828,"10,1",,
1904/05,169,"5,4","5,1",,1039,"10,3",,,"13,4","0,1",834,"10,1",,
1904/06,169,6,"5,1",,1039,11,,,"13,4","0,2",834,"10,5",,
1904/07,169,"6,5","5,2",,1063,"11,6",,,"13,4","0,4",853,"10,8",,
1904/08,174,7,"5,1",,1090,"12,1",,,"13,5","0,6",873,"11,2",,
1904/09,176,"7,5","5,1",,1105,"12,7",,,"13,5","0,7",884,"11,8",,
1904/10,178,"7,5","5,1",,1115,"12,7",,,"13,5","0,8",893,"11,8",,
1904/11,181,"7,2",5,,1137,"12,5",,,"13,5","0,8",910,"11,6",,
1904/12,182,"6,8",5,,1143,"12,2",,,"13,5","0,7",912,"11,2",,
1905/01,182,"6,8",5,,1177,"12,1",,,"13,6","0,9",934,"11,1",,
1905/02,186,"7,5","4,9",,1200,"12,9",,,"13,7","1,9",947,"11,8",,
1905/03,187,"8,4","4,9",,1205,"13,9",,,"13,6","1,1",954,"12,7",,
1905/04,188,"9,1","4,9",,1213,"14,6",,,"13,7","1,2",957,"13,3",,
1905/05,186,"9,4",5,,1200,"14,9",,,"13,7","1,3",944,"13,6",,
1905/06,186,"9,6",5,,1204,"15,2",,,"13,7","1,4",945,"13,7",,
1905/07,188,"9,9",5,,1240,"15,5",,,"13,8","1,6",971,"13,9",,
1905/08,191,"9,9","4,9",,1262,"15,6",,,14,"1,8",975,"13,7",,
1905/09,194,"10,5","4,8",,1280,"15,6",,,14,2,985,"13,4",,
1905/10,193,10,"4,9",,1275,"15,6",,,"14,1","2,4",978,"13,1",,
1905/11,191,"9,8",5,,1259,"15,4",,,"14,1","2,7",961,"12,5",,
1905/12,187,"9,4","5,1",,1229,15,,,"14,2",3,933,"11,7",,
1906/01,188,9,"5,1",,1275,"14,5",,,"14,4","3,4",953,"10,8",,
1906/02,188,8,"5,2",,1277,"13,5",,,"14,5","3,7",948,"9,4",,
1906/03,187,"6,9","5,2",,1268,"12,3",,,"14,6","4,2",936,"7,8",,
1906/04,189,6,"5,2",,1287,"11,3",,,"14,7","4,6",945,"6,4",,
1906/05,189,"5,3","5,2",,1284,"10,6",,,"14,8","5,1",937,"5,3",,
1906/06,187,"4,5","5,3",,1267,"9,8",,,"14,9","5,6",919,4,,
1906/07,183,"3,3","5,5",,1267,"8,6",,,"14,9","6,1",919,"2,4",,
1906/08,185,"2,2","5,4",,1286,"7,4",,,"14,9","6,3",932,"1,1",,
1906/09,186,1,"5,4",,1288,"6,2",,,"14,9","6,5",933,"-0,3",,
1906/10,184,"-0,1","5,5",,1274,5,,,"14,9","6,6",922,"-1,5",,
1906/11,184,"-0,9","5,5",,1276,"4,2",,,15,"6,8",921,"-2,3",,
1906/12,186,"-1,1","5,5",,1291,4,,,15,"6,8",932,"-2,5",,
1907/01,185,"-1,5","5,5",,1328,"3,7",,,15,"6,6",959,"-2,6",,
1907/02,183,"-1,8","5,6",,1314,"3,4",,,15,"6,4",947,"-2,6",,
1907/03,176,"-2,2","5,7",,1263,3,,,15,6,908,"-2,7",,
1907/04,175,-3,"5,7",,1253,"2,2",,,15,"5,6",900,-3,,
1907/05,173,"-3,8","5,7",,1241,"1,4",,,15,5,892,"-3,3",,
1907/06,168,"-4,6","5,7",,1207,"0,6",,,15,"4,4",866,"-3,6",,
1907/07,168,-5,"5,7",,1231,"0,1",,,"15,1","3,8",882,"-3,5",,
1907/08,164,"-5,7","5,7",,1202,"-0,6",,,"15,1","3,4",861,"-3,7",,
1907/09,169,"-6,1","5,6",,1243,"-0,9",,,"15,1",3,889,"-3,7",,
1907/10,170,"-6,3","5,6",,1245,"-1,1",,,"15,1","2,6",889,"-3,5",,
1907/11,165,"-6,8","5,7",,1212,"-1,6",,,"15,1","2,2",868,"-3,6",,
1907/12,165,"-7,7","5,7",,1213,"-2,5",,,"15,1","1,7",870,"-4,2",,
1908/01,167,"-8,4","5,6",,1264,"-3,3",,,15,"1,4",907,"-4,7",,
1908/02,167,-9,"5,6",,1265,"-3,8",,,15,"1,1",909,-5,,
1908/03,165,-9,"5,6",,1254,"-3,9",,,15,"0,9",905,"-4,8",,
1908/04,168,"-8,7","5,5",,1273,"-3,5",,,"14,9","0,7",920,"-4,2",,
1908/05,167,"-8,3","5,4",,1265,"-3,1",,,15,"0,6",913,"-3,7",,
1908/06,164,"-7,8","5,5",,1240,"-2,5",,,15,"0,5",893,"-2,9",,
1908/07,163,"-7,4","5,5",,1265,-2,,,15,"0,3",909,"-2,4",,
1908/08,167,"-6,3","5,1",,1294,"-0,9",,,15,"0,2",930,"-1,1",,
1908/09,170,"-5,5","5,1",,1318,"-0,1",,,15,0,947,"-0,2",,
1908/10,168,-5,5,,1298,"0,4",,,15,"-0,2",933,"0,5",,
1908/11,168,-4,5,,1301,"1,5",,,15,"-0,3",934,"1,6",,
1908/12,169,"-2,9",5,,1306,"2,6",,,"15,1","-0,3",932,"2,8",,
1909/01,169,"-1,9","5,1",,1351,"3,6",,,"15,1","-0,3",963,"3,8",,
1909/02,170,"-1,6","5,1",,1360,"4,6",,,"15,1","-0,2",970,"4,8",,
1909/03,168,"-0,3","5,3",,1341,"5,3",,,"15,1","-0,2",960,"5,3",,
1909/04,172,"0,2","5,2",,1376,"5,8",,,"15,1",0,981,"5,7",,
1909/05,175,"0,9","5,2",,1395,"6,5",,,"15,1","0,1",999,"6,3",,
1909/06,174,"1,7","5,2",,1386,"7,3",,,"15,1","0,1",990,"6,9",,
1909/07,175,"2,5","5,2",,1425,"8,1",,,"15,2","0,3",1009,"7,6",,
1909/08,179,3,"5,1",,1462,"8,6",,,"15,4","0,6",1026,"7,8",,
